County,State,Date,Year,Median Household Income,Population,Unemployment Rate,Treatment,log_ZHVI
Alachua,FL,2019-04-01,2019,49880.0,269489.0,3.1,0,12.215730195948183
Alachua,FL,2019-05-01,2019,49880.0,269489.0,3.1,0,12.21946605359894
Alachua,FL,2019-06-01,2019,49880.0,269489.0,3.1,0,12.225922543075963
Alachua,FL,2019-07-01,2019,49880.0,269489.0,3.1,0,12.233521017187316
Alachua,FL,2019-08-01,2019,49880.0,269489.0,3.1,0,12.241194210382481
Alachua,FL,2019-09-01,2019,49880.0,269489.0,3.1,0,12.247309784819027
Alachua,FL,2019-10-01,2019,49880.0,269489.0,3.1,0,12.251808164800654
Alachua,FL,2019-11-01,2019,49880.0,269489.0,3.1,0,12.256423579613111
Alachua,FL,2019-12-01,2019,49880.0,269489.0,3.1,0,12.26268820972521
Alachua,FL,2020-01-01,2020,51995.0,279767.0,5.8,0,12.270790873584644
Alachua,FL,2020-02-01,2020,51995.0,279767.0,5.8,0,12.278983511050317
Alachua,FL,2020-03-01,2020,51995.0,279767.0,5.8,0,12.286405511187521
Alachua,FL,2020-04-01,2020,51995.0,279767.0,5.8,0,12.292270878411077
Alachua,FL,2020-05-01,2020,51995.0,279767.0,5.8,0,12.296182392784784
Alachua,FL,2020-06-01,2020,51995.0,279767.0,5.8,0,12.298638751076886
Alachua,FL,2020-07-01,2020,51995.0,279767.0,5.8,0,12.302377147260879
Alachua,FL,2020-08-01,2020,51995.0,279767.0,5.8,0,12.308842593031075
Alachua,FL,2020-09-01,2020,51995.0,279767.0,5.8,0,12.319808572511166
Alachua,FL,2020-10-01,2020,51995.0,279767.0,5.8,0,12.333124230988698
Alachua,FL,2020-11-01,2020,51995.0,279767.0,5.8,0,12.348146916571569
Alachua,FL,2020-12-01,2020,51995.0,279767.0,5.8,0,12.362188574513768
Alachua,FL,2021-01-01,2021,56006.0,281889.0,4.0,0,12.375567735057947
Alachua,FL,2021-02-01,2021,56006.0,281889.0,4.0,0,12.388528841638909
Alachua,FL,2021-03-01,2021,56006.0,281889.0,4.0,0,12.400566877757775
Alachua,FL,2021-04-01,2021,56006.0,281889.0,4.0,0,12.412689237923761
Alachua,FL,2021-05-01,2021,56006.0,281889.0,4.0,0,12.425589191573087
Alachua,FL,2021-06-01,2021,56006.0,281889.0,4.0,0,12.440130476576941
Alachua,FL,2021-07-01,2021,56006.0,281889.0,4.0,0,12.453819952453607
Alachua,FL,2021-08-01,2021,56006.0,281889.0,4.0,0,12.464556870572318
Alachua,FL,2021-09-01,2021,56006.0,281889.0,4.0,0,12.47187328581238
Alachua,FL,2021-10-01,2021,56006.0,281889.0,4.0,0,12.477870378294087
Alachua,FL,2021-11-01,2021,56006.0,281889.0,4.0,0,12.486036391644303
Alachua,FL,2021-12-01,2021,56006.0,281889.0,4.0,0,12.49598388731803
Alachua,FL,2022-01-01,2022,58783.0,284908.0,3.1,0,12.510445849665896
Alachua,FL,2022-02-01,2022,58783.0,284908.0,3.1,0,12.527393676047401
Alachua,FL,2022-03-01,2022,58783.0,284908.0,3.1,0,12.546596409709817
Alachua,FL,2022-04-01,2022,58783.0,284908.0,3.1,0,12.565604261520722
Alachua,FL,2022-05-01,2022,58783.0,284908.0,3.1,0,12.582746617393278
Alachua,FL,2022-06-01,2022,58783.0,284908.0,3.1,0,12.598399611507736
Alachua,FL,2022-07-01,2022,58783.0,284908.0,3.1,0,12.609579958407336
Alachua,FL,2022-08-01,2022,58783.0,284908.0,3.1,0,12.615618342571771
Alachua,FL,2022-09-01,2022,58783.0,284908.0,3.1,0,12.616951678235612
Alachua,FL,2022-10-01,2022,58783.0,284908.0,3.1,0,12.617014729254144
Alachua,FL,2022-11-01,2022,58783.0,284908.0,3.1,0,12.616620822593413
Alachua,FL,2022-12-01,2022,58783.0,284908.0,3.1,0,12.615822197428033
Alachua,FL,2023-01-01,2023,61843.0,287873.0,3.3,0,12.613806051437983
Alachua,FL,2023-02-01,2023,61843.0,287873.0,3.3,0,12.612655550670395
Alachua,FL,2023-03-01,2023,61843.0,287873.0,3.3,0,12.614574897677175
Alachua,FL,2023-04-01,2023,61843.0,287873.0,3.3,0,12.619894217914817
Alachua,FL,2023-05-01,2023,61843.0,287873.0,3.3,0,12.627207249977724
Alachua,FL,2023-06-01,2023,61843.0,287873.0,3.3,0,12.634263500088121
Alachua,FL,2023-07-01,2023,61843.0,287873.0,3.3,0,12.638865044773091
Alachua,FL,2023-08-01,2023,61843.0,287873.0,3.3,0,12.641970487208573
Alachua,FL,2023-09-01,2023,61843.0,287873.0,3.3,0,12.643472144090925
Alachua,FL,2023-10-01,2023,61843.0,287873.0,3.3,0,12.645150283513592
Alachua,FL,2023-11-01,2023,61843.0,287873.0,3.3,0,12.646983636462375
Alachua,FL,2023-12-01,2023,61843.0,287873.0,3.3,0,12.649494548190606
Alachua,FL,2024-01-01,2024,65127.0,289446.0,3.8,0,12.653079491610274
Alachua,FL,2024-02-01,2024,65127.0,289446.0,3.8,0,12.657477792588303
Alachua,FL,2024-03-01,2024,65127.0,289446.0,3.8,0,12.662038145834208
Alachua,FL,2024-04-01,2024,65127.0,289446.0,3.8,0,12.665388134902326
Alachua,FL,2024-05-01,2024,65127.0,289446.0,3.8,0,12.6668362367907
Alachua,FL,2024-06-01,2024,65127.0,289446.0,3.8,0,12.66642783049039
Alachua,FL,2024-07-01,2024,65127.0,289446.0,3.8,0,12.664430440245713
Alachua,FL,2024-08-01,2024,65127.0,289446.0,3.8,0,12.662563054790013
Alachua,FL,2024-09-01,2024,65127.0,289446.0,3.8,0,12.661086773162728
Alachua,FL,2024-10-01,2024,65127.0,289446.0,3.8,0,12.66087341044177
Alachua,FL,2024-11-01,2024,65127.0,289446.0,3.8,0,12.66088760935506
Alachua,FL,2024-12-01,2024,65127.0,289446.0,3.8,0,12.661217768974634
Appling,GA,2016-01-01,2016,37954.0,18443.0,7.3,0,11.524796789455074
Appling,GA,2016-02-01,2016,37954.0,18443.0,7.3,0,11.529625149309817
Appling,GA,2016-03-01,2016,37954.0,18443.0,7.3,0,11.525441301476189
Appling,GA,2016-04-01,2016,37954.0,18443.0,7.3,0,11.513683466614381
Appling,GA,2016-05-01,2016,37954.0,18443.0,7.3,0,11.500534122613143
Appling,GA,2016-06-01,2016,37954.0,18443.0,7.3,0,11.494964546842093
Appling,GA,2016-07-01,2016,37954.0,18443.0,7.3,0,11.491326752301713
Appling,GA,2016-08-01,2016,37954.0,18443.0,7.3,0,11.488054285745285
Appling,GA,2016-09-01,2016,37954.0,18443.0,7.3,0,11.484471546579659
Appling,GA,2016-10-01,2016,37954.0,18443.0,7.3,0,11.48184239530222
Appling,GA,2016-11-01,2016,37954.0,18443.0,7.3,0,11.480876477114347
Appling,GA,2016-12-01,2016,37954.0,18443.0,7.3,0,11.482071351272902
Appling,GA,2017-01-01,2017,40862.0,18447.0,6.3,0,11.4824685643547
Appling,GA,2017-02-01,2017,40862.0,18447.0,6.3,0,11.484134438493426
Appling,GA,2017-03-01,2017,40862.0,18447.0,6.3,0,11.485765514523049
Appling,GA,2017-04-01,2017,40862.0,18447.0,6.3,0,11.493551914874052
Appling,GA,2017-05-01,2017,40862.0,18447.0,6.3,0,11.503436504868418
Appling,GA,2017-06-01,2017,40862.0,18447.0,6.3,0,11.51099735517463
Appling,GA,2017-07-01,2017,40862.0,18447.0,6.3,0,11.519590509060997
Appling,GA,2017-08-01,2017,40862.0,18447.0,6.3,0,11.522385539703812
Appling,GA,2017-09-01,2017,40862.0,18447.0,6.3,0,11.524898172888673
Appling,GA,2017-10-01,2017,40862.0,18447.0,6.3,0,11.523790919574852
Appling,GA,2017-11-01,2017,40862.0,18447.0,6.3,0,11.525361347723036
Appling,GA,2017-12-01,2017,40862.0,18447.0,6.3,0,11.525889182350431
Appling,GA,2018-01-01,2018,42781.0,18538.0,5.0,0,11.524315667145798
Appling,GA,2018-02-01,2018,42781.0,18538.0,5.0,0,11.52312782100555
Appling,GA,2018-03-01,2018,42781.0,18538.0,5.0,0,11.530254018800543
Appling,GA,2018-04-01,2018,42781.0,18538.0,5.0,0,11.540510378549971
Appling,GA,2018-05-01,2018,42781.0,18538.0,5.0,0,11.548438912944931
Appling,GA,2018-06-01,2018,42781.0,18538.0,5.0,0,11.551143148131107
Appling,GA,2018-07-01,2018,42781.0,18538.0,5.0,0,11.554508249449023
Appling,GA,2018-08-01,2018,42781.0,18538.0,5.0,0,11.558722034808751
Appling,GA,2018-09-01,2018,42781.0,18538.0,5.0,0,11.561676118416676
Appling,GA,2018-10-01,2018,42781.0,18538.0,5.0,0,11.559711585502969
Appling,GA,2018-11-01,2018,42781.0,18538.0,5.0,0,11.562328896607681
Appling,GA,2018-12-01,2018,42781.0,18538.0,5.0,0,11.566260640853674
Appling,GA,2019-01-01,2019,43821.0,18389.0,4.7,0,11.576390867946168
Appling,GA,2019-02-01,2019,43821.0,18389.0,4.7,0,11.584860483193815
Appling,GA,2019-03-01,2019,43821.0,18389.0,4.7,0,11.595600167858988
Appling,GA,2019-04-01,2019,43821.0,18389.0,4.7,0,11.60595757124202
Appling,GA,2019-05-01,2019,43821.0,18389.0,4.7,0,11.618095573914697
Appling,GA,2019-06-01,2019,43821.0,18389.0,4.7,0,11.629079692063508
Appling,GA,2019-07-01,2019,43821.0,18389.0,4.7,0,11.637127516139163
Appling,GA,2019-08-01,2019,43821.0,18389.0,4.7,0,11.641569952908805
Appling,GA,2019-09-01,2019,43821.0,18389.0,4.7,0,11.643148732579258
Appling,GA,2019-10-01,2019,43821.0,18389.0,4.7,0,11.647256210476476
Appling,GA,2019-11-01,2019,43821.0,18389.0,4.7,0,11.650739657652705
Appling,GA,2019-12-01,2019,43821.0,18389.0,4.7,0,11.657264912854473
Appling,GA,2020-01-01,2020,44871.0,18376.0,5.4,0,11.65791381739481
Appling,GA,2020-02-01,2020,44871.0,18376.0,5.4,0,11.65853647397206
Appling,GA,2020-03-01,2020,44871.0,18376.0,5.4,0,11.660031632517692
Appling,GA,2020-04-01,2020,44871.0,18376.0,5.4,0,11.669628654102182
Appling,GA,2020-05-01,2020,44871.0,18376.0,5.4,0,11.680945717297908
Appling,GA,2020-06-01,2020,44871.0,18376.0,5.4,0,11.688257560943939
Appling,GA,2020-07-01,2020,44871.0,18376.0,5.4,0,11.694499539348142
Appling,GA,2020-08-01,2020,44871.0,18376.0,5.4,0,11.705423230588115
Appling,GA,2020-09-01,2020,44871.0,18376.0,5.4,0,11.723787338855118
Appling,GA,2020-10-01,2020,44871.0,18376.0,5.4,0,11.738794477575718
Appling,GA,2020-11-01,2020,44871.0,18376.0,5.4,0,11.751307025374302
Appling,GA,2020-12-01,2020,44871.0,18376.0,5.4,0,11.760891692270059
Appling,GA,2021-01-01,2021,46530.0,18419.0,4.1,0,11.7739182957869
Appling,GA,2021-02-01,2021,46530.0,18419.0,4.1,0,11.78853825327449
Appling,GA,2021-03-01,2021,46530.0,18419.0,4.1,0,11.804465498096055
Appling,GA,2021-04-01,2021,46530.0,18419.0,4.1,0,11.81971397529282
Appling,GA,2021-05-01,2021,46530.0,18419.0,4.1,0,11.835150016024665
Appling,GA,2021-06-01,2021,46530.0,18419.0,4.1,0,11.852514157224972
Appling,GA,2021-07-01,2021,46530.0,18419.0,4.1,0,11.863982419415807
Appling,GA,2021-08-01,2021,46530.0,18419.0,4.1,0,11.868557510275954
Appling,GA,2021-09-01,2021,46530.0,18419.0,4.1,0,11.868306250873502
Appling,GA,2021-10-01,2021,46530.0,18419.0,4.1,0,11.87247900985053
Appling,GA,2021-11-01,2021,46530.0,18419.0,4.1,0,11.88378551592836
Appling,GA,2021-12-01,2021,46530.0,18419.0,4.1,0,11.89718155808649
Appling,GA,2022-01-01,2022,51217.0,18466.0,4.1,0,11.916909860295432
Appling,GA,2022-02-01,2022,51217.0,18466.0,4.1,0,11.934312833422728
Appling,GA,2022-03-01,2022,51217.0,18466.0,4.1,0,11.941877312229204
Appling,GA,2022-04-01,2022,51217.0,18466.0,4.1,0,11.936778111148048
Appling,GA,2022-05-01,2022,51217.0,18466.0,4.1,0,11.927977332177239
Appling,GA,2022-06-01,2022,51217.0,18466.0,4.1,0,11.9295491186951
Appling,GA,2022-07-01,2022,51217.0,18466.0,4.1,0,11.936227981426514
Appling,GA,2022-08-01,2022,51217.0,18466.0,4.1,0,11.938811498538248
Appling,GA,2022-09-01,2022,51217.0,18466.0,4.1,0,11.927839493140269
Appling,GA,2022-10-01,2022,51217.0,18466.0,4.1,0,11.90936989019876
Appling,GA,2022-11-01,2022,51217.0,18466.0,4.1,0,11.892658057119966
Appling,GA,2022-12-01,2022,51217.0,18466.0,4.1,0,11.877586297219308
Appling,GA,2023-01-01,2023,51054.0,18532.0,3.9,0,11.867088354970873
Appling,GA,2023-02-01,2023,51054.0,18532.0,3.9,0,11.85997541263851
Appling,GA,2023-03-01,2023,51054.0,18532.0,3.9,0,11.86946727004914
Appling,GA,2023-04-01,2023,51054.0,18532.0,3.9,0,11.888710717771886
Appling,GA,2023-05-01,2023,51054.0,18532.0,3.9,0,11.911204803165997
Appling,GA,2023-06-01,2023,51054.0,18532.0,3.9,0,11.925200280838698
Appling,GA,2023-07-01,2023,51054.0,18532.0,3.9,0,11.93228180743821
Appling,GA,2023-08-01,2023,51054.0,18532.0,3.9,0,11.93170165636048
Appling,GA,2023-09-01,2023,51054.0,18532.0,3.9,0,11.933372739271036
Appling,GA,2023-10-01,2023,51054.0,18532.0,3.9,0,11.9347854334558
Appling,GA,2023-11-01,2023,51054.0,18532.0,3.9,0,11.942020323959618
Appling,GA,2023-12-01,2023,51054.0,18532.0,3.9,0,11.945551909939653
Appling,GA,2024-01-01,2024,56345.0,18785.0,3.9,0,11.946519882971346
Appling,GA,2024-02-01,2024,56345.0,18785.0,3.9,0,11.94645467843076
Appling,GA,2024-03-01,2024,56345.0,18785.0,3.9,0,11.95199898796299
Appling,GA,2024-04-01,2024,56345.0,18785.0,3.9,0,11.963169881333979
Appling,GA,2024-05-01,2024,56345.0,18785.0,3.9,0,11.975474903271992
Appling,GA,2024-06-01,2024,56345.0,18785.0,3.9,0,11.98526319421721
Appling,GA,2024-07-01,2024,56345.0,18785.0,3.9,0,11.988736934138233
Appling,GA,2024-08-01,2024,56345.0,18785.0,3.9,0,11.98921909801455
Appling,GA,2024-09-01,2024,56345.0,18785.0,3.9,0,11.985650267396935
Appling,GA,2024-10-01,2024,56345.0,18785.0,3.9,0,11.984856095733981
Appling,GA,2024-11-01,2024,56345.0,18785.0,3.9,0,11.983116096998915
Appling,GA,2024-12-01,2024,56345.0,18785.0,3.9,0,11.989517526396982
Atkinson,GA,2016-01-01,2016,33318.0,8293.0,6.0,0,11.311526331950938
Atkinson,GA,2016-02-01,2016,33318.0,8293.0,6.0,0,11.310094996201489
Atkinson,GA,2016-03-01,2016,33318.0,8293.0,6.0,0,11.303605716736442
Atkinson,GA,2016-04-01,2016,33318.0,8293.0,6.0,0,11.297189413328606
Atkinson,GA,2016-05-01,2016,33318.0,8293.0,6.0,0,11.299619700057486
Atkinson,GA,2016-06-01,2016,33318.0,8293.0,6.0,0,11.308599933261084
Atkinson,GA,2016-07-01,2016,33318.0,8293.0,6.0,0,11.315926215563803
Atkinson,GA,2016-08-01,2016,33318.0,8293.0,6.0,0,11.316455087190327
Atkinson,GA,2016-09-01,2016,33318.0,8293.0,6.0,0,11.322514630493655
Atkinson,GA,2016-10-01,2016,33318.0,8293.0,6.0,0,11.329494624258514
Atkinson,GA,2016-11-01,2016,33318.0,8293.0,6.0,0,11.344481257277677
Atkinson,GA,2016-12-01,2016,33318.0,8293.0,6.0,0,11.3631789467864
Atkinson,GA,2017-01-01,2017,34821.0,8257.0,5.1,0,11.38490329179441
Atkinson,GA,2017-02-01,2017,34821.0,8257.0,5.1,0,11.400339946841795
Atkinson,GA,2017-03-01,2017,34821.0,8257.0,5.1,0,11.404748335620017
Atkinson,GA,2017-04-01,2017,34821.0,8257.0,5.1,0,11.400806208447342
Atkinson,GA,2017-05-01,2017,34821.0,8257.0,5.1,0,11.395965174267692
Atkinson,GA,2017-06-01,2017,34821.0,8257.0,5.1,0,11.390622648136217
Atkinson,GA,2017-07-01,2017,34821.0,8257.0,5.1,0,11.394667907601804
Atkinson,GA,2017-08-01,2017,34821.0,8257.0,5.1,0,11.399537437735882
Atkinson,GA,2017-09-01,2017,34821.0,8257.0,5.1,0,11.405969479110876
Atkinson,GA,2017-10-01,2017,34821.0,8257.0,5.1,0,11.410537334101384
Atkinson,GA,2017-11-01,2017,34821.0,8257.0,5.1,0,11.416571383349948
Atkinson,GA,2017-12-01,2017,34821.0,8257.0,5.1,0,11.421229713796924
Atkinson,GA,2018-01-01,2018,36779.0,8344.0,4.0,0,11.421128219012104
Atkinson,GA,2018-02-01,2018,36779.0,8344.0,4.0,0,11.41803782421116
Atkinson,GA,2018-03-01,2018,36779.0,8344.0,4.0,0,11.422150891927325
Atkinson,GA,2018-04-01,2018,36779.0,8344.0,4.0,0,11.428976149750262
Atkinson,GA,2018-05-01,2018,36779.0,8344.0,4.0,0,11.436134994502096
Atkinson,GA,2018-06-01,2018,36779.0,8344.0,4.0,0,11.44036150520456
Atkinson,GA,2018-07-01,2018,36779.0,8344.0,4.0,0,11.447257387567225
Atkinson,GA,2018-08-01,2018,36779.0,8344.0,4.0,0,11.453515451155296
Atkinson,GA,2018-09-01,2018,36779.0,8344.0,4.0,0,11.456539612439691
Atkinson,GA,2018-10-01,2018,36779.0,8344.0,4.0,0,11.451407973257826
Atkinson,GA,2018-11-01,2018,36779.0,8344.0,4.0,0,11.445976468644965
Atkinson,GA,2018-12-01,2018,36779.0,8344.0,4.0,0,11.43669204612168
Atkinson,GA,2019-01-01,2019,38581.0,8269.0,3.7,0,11.435109354762716
Atkinson,GA,2019-02-01,2019,38581.0,8269.0,3.7,0,11.438787565365557
Atkinson,GA,2019-03-01,2019,38581.0,8269.0,3.7,0,11.449963801798633
Atkinson,GA,2019-04-01,2019,38581.0,8269.0,3.7,0,11.457704639912595
Atkinson,GA,2019-05-01,2019,38581.0,8269.0,3.7,0,11.463719843485615
Atkinson,GA,2019-06-01,2019,38581.0,8269.0,3.7,0,11.473281808048643
Atkinson,GA,2019-07-01,2019,38581.0,8269.0,3.7,0,11.48592775186334
Atkinson,GA,2019-08-01,2019,38581.0,8269.0,3.7,0,11.499490049236647
Atkinson,GA,2019-09-01,2019,38581.0,8269.0,3.7,0,11.505071596728328
Atkinson,GA,2019-10-01,2019,38581.0,8269.0,3.7,0,11.509221768947771
Atkinson,GA,2019-11-01,2019,38581.0,8269.0,3.7,0,11.508307747692768
Atkinson,GA,2019-12-01,2019,38581.0,8269.0,3.7,0,11.509462119929992
Atkinson,GA,2020-01-01,2020,39633.0,8307.0,4.5,0,11.504499619001813
Atkinson,GA,2020-02-01,2020,39633.0,8307.0,4.5,0,11.504616798578807
Atkinson,GA,2020-03-01,2020,39633.0,8307.0,4.5,0,11.506688477235743
Atkinson,GA,2020-04-01,2020,39633.0,8307.0,4.5,0,11.51666257999568
Atkinson,GA,2020-05-01,2020,39633.0,8307.0,4.5,0,11.524051531404153
Atkinson,GA,2020-06-01,2020,39633.0,8307.0,4.5,0,11.525329022211933
Atkinson,GA,2020-07-01,2020,39633.0,8307.0,4.5,0,11.525254797496403
Atkinson,GA,2020-08-01,2020,39633.0,8307.0,4.5,0,11.536749614617307
Atkinson,GA,2020-09-01,2020,39633.0,8307.0,4.5,0,11.56424802067576
Atkinson,GA,2020-10-01,2020,39633.0,8307.0,4.5,0,11.59290482452191
Atkinson,GA,2020-11-01,2020,39633.0,8307.0,4.5,0,11.614201738462343
Atkinson,GA,2020-12-01,2020,39633.0,8307.0,4.5,0,11.625218758423776
Atkinson,GA,2021-01-01,2021,40303.0,8357.0,3.4,0,11.635595627974366
Atkinson,GA,2021-02-01,2021,40303.0,8357.0,3.4,0,11.644717982242726
Atkinson,GA,2021-03-01,2021,40303.0,8357.0,3.4,0,11.658144924836582
Atkinson,GA,2021-04-01,2021,40303.0,8357.0,3.4,0,11.672718969425462
Atkinson,GA,2021-05-01,2021,40303.0,8357.0,3.4,0,11.684876329520522
Atkinson,GA,2021-06-01,2021,40303.0,8357.0,3.4,0,11.697810865349002
Atkinson,GA,2021-07-01,2021,40303.0,8357.0,3.4,0,11.709772724198523
Atkinson,GA,2021-08-01,2021,40303.0,8357.0,3.4,0,11.719796917911708
Atkinson,GA,2021-09-01,2021,40303.0,8357.0,3.4,0,11.72070742978548
Atkinson,GA,2021-10-01,2021,40303.0,8357.0,3.4,0,11.724707316284354
Atkinson,GA,2021-11-01,2021,40303.0,8357.0,3.4,0,11.73710813454227
Atkinson,GA,2021-12-01,2021,40303.0,8357.0,3.4,0,11.758825713663084
Atkinson,GA,2022-01-01,2022,46060.0,8220.0,3.2,0,11.784297163695063
Atkinson,GA,2022-02-01,2022,46060.0,8220.0,3.2,0,11.806738601957564
Atkinson,GA,2022-03-01,2022,46060.0,8220.0,3.2,0,11.81449025221454
Atkinson,GA,2022-04-01,2022,46060.0,8220.0,3.2,0,11.809859676500757
Atkinson,GA,2022-05-01,2022,46060.0,8220.0,3.2,0,11.797952810950619
Atkinson,GA,2022-06-01,2022,46060.0,8220.0,3.2,0,11.794755106105455
Atkinson,GA,2022-07-01,2022,46060.0,8220.0,3.2,0,11.78939595341165
Atkinson,GA,2022-08-01,2022,46060.0,8220.0,3.2,0,11.780786729748757
Atkinson,GA,2022-09-01,2022,46060.0,8220.0,3.2,0,11.760816771651186
Atkinson,GA,2022-10-01,2022,46060.0,8220.0,3.2,0,11.740776043175199
Atkinson,GA,2022-11-01,2022,46060.0,8220.0,3.2,0,11.72195708962442
Atkinson,GA,2022-12-01,2022,46060.0,8220.0,3.2,0,11.70408222049617
Atkinson,GA,2023-01-01,2023,44890.0,8333.0,3.5,0,11.68981998161914
Atkinson,GA,2023-02-01,2023,44890.0,8333.0,3.5,0,11.679569691789306
Atkinson,GA,2023-03-01,2023,44890.0,8333.0,3.5,0,11.682253446368897
Atkinson,GA,2023-04-01,2023,44890.0,8333.0,3.5,0,11.697359082162812
Atkinson,GA,2023-05-01,2023,44890.0,8333.0,3.5,0,11.721810675872089
Atkinson,GA,2023-06-01,2023,44890.0,8333.0,3.5,0,11.743715689064505
Atkinson,GA,2023-07-01,2023,44890.0,8333.0,3.5,0,11.75071388244349
Atkinson,GA,2023-08-01,2023,44890.0,8333.0,3.5,0,11.74348277532799
Atkinson,GA,2023-09-01,2023,44890.0,8333.0,3.5,0,11.735929583338159
Atkinson,GA,2023-10-01,2023,44890.0,8333.0,3.5,0,11.727725553331915
Atkinson,GA,2023-11-01,2023,44890.0,8333.0,3.5,0,11.726290629087769
Atkinson,GA,2023-12-01,2023,44890.0,8333.0,3.5,0,11.717024451761223
Atkinson,GA,2024-01-01,2024,47544.0,8489.0,3.8,0,11.699701487878373
Atkinson,GA,2024-02-01,2024,47544.0,8489.0,3.8,0,11.683409533173737
Atkinson,GA,2024-03-01,2024,47544.0,8489.0,3.8,0,11.682675422145397
Atkinson,GA,2024-04-01,2024,47544.0,8489.0,3.8,0,11.700618570861117
Atkinson,GA,2024-05-01,2024,47544.0,8489.0,3.8,0,11.72393200588768
Atkinson,GA,2024-06-01,2024,47544.0,8489.0,3.8,0,11.738080489758921
Atkinson,GA,2024-07-01,2024,47544.0,8489.0,3.8,0,11.738006671778809
Atkinson,GA,2024-08-01,2024,47544.0,8489.0,3.8,0,11.724522528159627
Atkinson,GA,2024-09-01,2024,47544.0,8489.0,3.8,0,11.708804873921038
Atkinson,GA,2024-10-01,2024,47544.0,8489.0,3.8,0,11.697915671792915
Atkinson,GA,2024-11-01,2024,47544.0,8489.0,3.8,0,11.686013193534142
Atkinson,GA,2024-12-01,2024,47544.0,8489.0,3.8,0,11.685500570423349
Autauga,AL,2016-01-01,2016,54487.0,55302.0,5.1,0,12.013498119952818
Autauga,AL,2016-02-01,2016,54487.0,55302.0,5.1,0,12.01655713482236
Autauga,AL,2016-03-01,2016,54487.0,55302.0,5.1,0,12.018950158561221
Autauga,AL,2016-04-01,2016,54487.0,55302.0,5.1,0,12.021391821398192
Autauga,AL,2016-05-01,2016,54487.0,55302.0,5.1,0,12.022487250537253
Autauga,AL,2016-06-01,2016,54487.0,55302.0,5.1,0,12.023327537792408
Autauga,AL,2016-07-01,2016,54487.0,55302.0,5.1,0,12.024162416775678
